date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-18 09:30:00,98128,102872.0,98424.0,100933.9573289988,100621.9429507933,100758.0598447754,102470.25,95740.07388763648
2019-07-18 09:35:00,99321,98128.0,101002.0,99821.688894748,100596.04083416748,100467.84030410572,102068.92227543709,95887.16725698144
2019-07-18 09:40:00,102987,99321.0,100722.0,99623.21814565542,100546.83265752728,100287.63278683073,100585.58993235017,96084.29862084676
2019-07-18 09:45:00,101782,102987.0,97860.0,100956.60562722062,100891.25535246062,100980.00762964792,99793.0,96273.3434008032
2019-07-18 09:50:00,104992,101782.0,100347.0,101283.78811754676,100475.82441643409,101506.73121981107,99991.1127514282,96489.61675540976
2019-07-18 09:55:00,101579,104992.0,96367.0,102753.7060602541,102296.78430114147,102601.71801074008,101028.85346409916,96787.34619927865
2019-07-18 10:00:00,102787,101579.0,100601.0,102288.0580417185,102236.6944343777,102791.6074533626,102025.5,97025.54945510594
2019-07-18 10:05:00,104728,102787.0,98133.0,102485.83631332102,102997.35023794901,103045.84194593864,102832.4072542692,97287.56281677131
2019-07-18 10:10:00,101924,104728.0,100780.0,103374.61957005224,104325.9812849568,103683.74890443606,103432.836845598,97590.13445143023
2019-07-18 10:15:00,107846,101924.0,99056.0,102799.60071955132,103283.40476847172,103634.42206397226,103716.75,97939.61015883509
2019-07-18 10:20:00,101920,107846.0,103405.0,104799.9699226966,105892.40454749754,104836.65342021229,103665.21793877472,98315.3710273138
2019-07-18 10:25:00,106249,101920.0,99500.0,103658.3632405486,104582.04813259064,104602.94483170316,103383.44909832244,98647.03994518764
2019-07-18 10:30:00,101637,106249.0,100948.0,104685.27960252184,105435.04057204525,105211.52392084064,103498.0,99029.24433064814
2019-07-18 10:35:00,101400,101637.0,100457.0,103476.95574612686,104925.03139679547,104599.97943832814,104115.36927930126,99391.21989240644
2019-07-18 10:40:00,102250,101400.0,99580.0,102653.66014862143,105231.74954140998,103948.54311564926,105120.013502062,99791.7759962384
2019-07-18 10:45:00,102083,102250.0,99276.0,102493.65114319696,103988.68635291225,103378.84856692771,105831.75,100186.40782532252
2019-07-18 10:50:00,105372,102083.0,103407.0,102330.870940039,104920.7795290393,103091.04237763096,106134.39760275534,100615.09725563868
2019-07-18 10:55:00,105866,105372.0,104299.0,103536.36035462124,105407.27017278167,103512.74049317886,106168.7900041924,101143.51415751496
2019-07-18 11:00:00,105526,105866.0,103363.0,104459.81867451614,105232.32264526054,104278.3942196596,106762.75,101622.05428293537
2019-07-18 11:05:00,102842,105526.0,102653.0,104882.44799295504,106783.00391082645,104758.25327212374,108057.29858870618,102116.30629769784
2019-07-18 11:10:00,103607,102842.0,105618.0,104073.62389900345,105627.55965169228,104525.1860414776,109871.20834927024,102603.25428714811
2019-07-18 11:15:00,105101,103607.0,106882.0,103888.65635578216,106045.11292235041,104288.70747298432,111135.25,103120.26671989437
2019-07-18 11:20:00,108050,105101.0,109747.0,104369.22373754247,106636.5116185936,104518.52332287238,111668.88727729878,103688.77682369588
2019-07-18 11:25:00,108802,108050.0,110518.0,105828.26632809103,107035.22322538958,105479.19033213664,111563.09438823814,104251.3777474236
2019-07-18 11:30:00,105870,108802.0,110075.0,107007.04052431636,107646.12469626342,106620.02486850436,111350.5,104826.90777309772
2019-07-18 11:35:00,110659,105870.0,108195.0,106556.32294903792,107576.13866239652,106836.03021404627,111120.45430317856,105424.11537418312
2019-07-18 11:40:00,110756,110659.0,114333.0,108182.60504982044,110127.92336168412,108006.31308148128,110922.77775662408,106036.72194758174
2019-07-18 11:45:00,108387,110756.0,113676.0,109202.68683879275,110801.33767157338,109131.17680048666,111058.75,106691.01097880345
2019-07-18 11:50:00,117955,108387.0,109452.0,108879.3523697876,109789.54568043651,109512.54439793472,111579.9142451435,107287.07834392338
2019-07-18 11:55:00,107379,117955.0,111007.0,112476.89687808925,112683.25043497134,111910.9854901086,112370.52252839976,107940.55139102548
